Date,Activations,Unique Summits,Summits
2010-05-29,13,12,"GM/CS-120, GM/CS-121, GM/CS-123, GM/ES-068, GM/ES-081, GM/NS-150, GM/NS-151, GM/SI-013, GM/SI-018, GM/SI-022, GM/SS-154, GM/SS-198"
2010-05-30,7,7,"GM/ES-021, GM/ES-051, GM/ES-057, GM/ES-069, GM/SI-065, GM/SI-094, GM/SS-051"
2010-05-31,12,11,"GM/CS-015, GM/ES-021, GM/ES-045, GM/ES-054, GM/ES-071, GM/ES-073, GM/ES-079, GM/ES-083, GM/NS-137, GM/SS-029, GM/SS-221"
2010-06-01,5,5,"GM/ES-060, GM/ES-061, GM/ES-062, GM/ES-072, GM/ES-077"
2010-06-02,8,8,"GM/ES-075, GM/ES-080, GM/ES-085, GM/ES-086, GM/ES-087, GM/SI-127, GM/SI-149, GM/SS-271"
2010-06-03,7,7,"GM/SI-045, GM/SS-137, GM/SS-198, GM/SS-262, GM/SS-275, GM/SS-277, GM/SS-280"
2010-06-04,2,2,"GM/ES-062, GM/NS-005"
2010-06-05,5,5,"GM/SI-001, GM/SI-002, GM/SS-011, GM/SS-053, GM/SS-064"
2010-06-06,2,2,"GM/SS-011, GM/WS-294"
2010-06-07,2,1,GM/SI-222
2010-06-09,2,2,"GM/ES-082, GM/ES-084"
2010-06-10,1,1,GM/NS-135
2010-06-12,7,7,"GM/ES-001, GM/ES-074, GM/SI-006, GM/SS-001, GM/SS-002, GM/SS-179, GM/WS-297"
2010-06-13,1,1,GM/SS-191
2010-06-15,2,2,"GM/SS-171, GM/SS-254"
2010-06-17,2,2,"GM/SS-011, GM/SS-056"
2010-06-18,3,3,"GM/WS-052, GM/WS-070, GM/WS-170"
2010-06-19,2,2,"GM/CS-030, GM/ES-079"
2010-06-20,11,9,"GM/CS-010, GM/CS-041, GM/CS-058, GM/SS-049, GM/SS-117, GM/SS-124, GM/SS-249, GM/WS-079, GM/WS-096"
2010-06-21,4,3,"GM/SS-001, GM/SS-087, GM/WS-004"
2010-06-22,5,4,"GM/CS-017, GM/CS-065, GM/SS-191, GM/WS-107"
2010-06-23,2,1,GM/CS-019
2010-06-24,2,1,GM/CS-005
2010-06-25,3,2,"GM/CS-087, GM/WS-044"
2010-06-26,4,4,"GM/CS-005, GM/ES-051, GM/ES-057, GM/SS-113"
2010-06-27,2,2,"GM/SS-003, GM/SS-007"
2010-06-28,2,2,"GM/ES-009, GM/ES-034"
2010-06-29,2,2,"GM/SS-001, GM/SS-002"
2010-06-30,3,3,"GM/CS-068, GM/CS-087, GM/WS-032"
2010-07-03,4,3,"GM/ES-072, GM/SS-125, GM/SS-130"
2010-07-09,1,1,GM/SS-037
2010-07-10,3,3,"GM/SS-122, GM/WS-017, GM/WS-019"
2010-07-11,5,5,"GM/ES-018, GM/SS-087, GM/SS-132, GM/SS-144, GM/SS-146"
2010-07-12,3,3,"GM/SS-133, GM/SS-140, GM/SS-214"
2010-07-13,5,5,"GM/CS-030, GM/SS-004, GM/SS-182, GM/SS-225, GM/SS-253"
2010-07-14,3,3,"GM/SS-210, GM/SS-244, GM/SS-263"
2010-07-15,3,3,"GM/SS-208, GM/SS-211, GM/SS-219"
2010-07-17,1,1,GM/SS-254
2010-07-18,1,1,GM/ES-039
2010-07-25,5,5,"GM/CS-082, GM/CS-087, GM/ES-031, GM/ES-044, GM/SS-065"
2010-07-26,2,2,"GM/CS-060, GM/SI-086"
2010-07-28,1,1,GM/SI-157
2010-07-29,7,6,"GM/SI-093, GM/SS-197, GM/SS-210, GM/SS-244, GM/SS-263, GM/WS-001"
2010-07-30,2,2,"GM/CS-030, GM/SI-188"
2010-07-31,3,3,"GM/ES-001, GM/SI-179, GM/SS-208"
2010-08-01,2,2,"GM/SS-030, GM/SS-280"
2010-08-02,1,1,GM/SI-175
2010-08-03,1,1,GM/SI-209
2010-08-05,1,1,GM/SI-125
2010-08-07,3,3,"GM/ES-032, GM/SI-166, GM/SS-027"
2010-08-08,7,7,"GM/CS-008, GM/CS-025, GM/SS-165, GM/SS-171, GM/SS-176, GM/SS-216, GM/SS-239"
2010-08-10,1,1,GM/SI-209
2010-08-11,1,1,GM/SI-131
2010-08-13,1,1,GM/SI-184
2010-08-14,5,5,"GM/CS-006, GM/CS-018, GM/CS-065, GM/ES-007, GM/SS-153"
2010-08-15,5,5,"GM/CS-066, GM/NS-004, GM/SS-018, GM/SS-186, GM/WS-007"
2010-08-16,3,1,GM/NS-150
2010-08-18,3,1,GM/NS-148
2010-08-19,1,1,GM/SI-205
2010-08-20,3,1,GM/NS-151
2010-08-21,8,8,"GM/CS-003, GM/CS-009, GM/CS-029, GM/ES-021, GM/SS-125, GM/SS-156, GM/SS-167, GM/SS-171"
2010-08-22,7,5,"GM/CS-096, GM/ES-071, GM/NS-135, GM/SI-137, GM/SS-052"
2010-08-23,2,1,GM/CS-115
2010-08-24,4,2,"GM/NS-151, GM/NS-152"
2010-08-25,3,2,"GM/NS-150, GM/SS-018"
2010-08-26,6,2,"GM/ES-010, GM/ES-017"
2010-08-28,1,1,GM/ES-008
2010-08-29,4,4,"GM/CS-017, GM/CS-047, GM/SS-057, GM/SS-126"
2010-08-30,2,2,"GM/SS-208, GM/SS-238"
2010-08-31,2,1,GM/SI-006
2010-09-01,1,1,GM/SS-219
2010-09-03,2,2,"GM/SI-004, GM/SI-199"
2010-09-04,3,3,"GM/ES-074, GM/SS-004, GM/SS-254"
2010-09-05,1,1,GM/ES-021
2010-09-10,1,1,GM/CS-015
2010-09-12,3,3,"GM/CS-011, GM/ES-002, GM/SS-110"
2010-09-13,1,1,GM/SS-177
2010-09-18,4,4,"GM/ES-052, GM/SS-004, GM/SS-133, GM/SS-134"
2010-09-20,1,1,GM/ES-016
2010-09-22,1,1,GM/ES-012
2010-09-24,1,1,GM/ES-035
2010-09-25,5,5,"GM/ES-048, GM/NS-058, GM/NS-150, GM/SS-191, GM/SS-232"
2010-09-26,2,2,"GM/SS-034, GM/SS-251"
2010-09-27,1,1,GM/SS-212
2010-10-02,2,2,"GM/CS-082, GM/ES-030"
2010-10-09,4,4,"GM/SS-027, GM/SS-239, GM/SS-251, GM/WS-157"
2010-10-10,5,3,"GM/SS-116, GM/SS-276, GM/SS-284"
2010-10-11,3,2,"GM/SS-048, GM/SS-253"
2010-10-12,3,2,"GM/SS-056, GM/SS-064"
2010-10-13,3,2,"GM/CS-030, GM/SS-083"
2010-10-14,1,1,GM/SS-272
2010-10-15,3,2,"GM/CS-043, GM/SS-122"
2010-10-16,3,3,"GM/CS-030, GM/SS-062, GM/SS-068"
2010-10-17,4,3,"GM/ES-027, GM/SS-097, GM/SS-214"
2010-10-18,1,1,GM/ES-086
2010-10-20,2,2,"GM/CS-043, GM/NS-105"
2010-10-23,1,1,GM/WS-099
2010-10-24,4,4,"GM/SS-011, GM/SS-026, GM/SS-129, GM/WS-306"
2010-10-25,1,1,GM/SS-056
2010-10-30,2,2,"GM/ES-064, GM/NS-150"
2010-10-31,2,2,"GM/CS-028, GM/CS-078"
2010-11-06,3,3,"GM/ES-078, GM/SS-042, GM/WS-051"
2010-11-07,2,2,"GM/SS-009, GM/SS-029"
2010-11-10,1,1,GM/SS-007
2010-11-13,2,2,"GM/ES-067, GM/NS-087"
2010-11-14,1,1,GM/SS-012
2010-11-20,3,3,"GM/CS-120, GM/SS-006, GM/SS-016"
2010-11-21,4,3,"GM/CS-002, GM/SS-017, GM/WS-304"
2010-11-22,1,1,GM/SS-049
2010-11-27,2,2,"GM/CS-006, GM/CS-018"
2010-12-04,3,2,"GM/WS-032, GM/WS-314"
2010-12-05,2,2,"GM/SS-011, GM/SS-092"
2010-12-11,2,2,"GM/NS-143, GM/SS-037"
2010-12-12,6,5,"GM/NS-050, GM/SS-059, GM/SS-081, GM/SS-126, GM/SS-150"
2010-12-13,2,2,"GM/SS-282, GM/WS-293"
2010-12-18,3,3,"GM/SS-054, GM/SS-068, GM/SS-080"
2010-12-19,2,2,"GM/WS-013, GM/WS-277"
2010-12-21,2,1,GM/WS-144
2010-12-23,1,1,GM/NS-152
2010-12-28,2,2,"GM/CS-096, GM/SS-090"
2010-12-30,3,3,"GM/SS-103, GM/SS-124, GM/SS-133"
2010-12-31,1,1,GM/WS-280
2011-01-01,4,4,"GM/ES-027, GM/SS-223, GM/WS-002, GM/WS-263"
2011-01-02,5,4,"GM/CS-079, GM/SS-066, GM/SS-123, GM/SS-135"
2011-01-06,1,1,GM/SS-281
2011-01-07,1,1,GM/NS-138
2011-01-08,3,2,"GM/NS-095, GM/WS-093"
2011-01-09,1,1,GM/SS-232
2011-01-10,1,1,GM/WS-311
2011-01-12,2,1,GM/CS-097
2011-01-15,1,1,GM/SS-236
2011-01-16,1,1,GM/ES-061
2011-01-17,3,2,"GM/SS-094, GM/SS-158"
2011-01-18,1,1,GM/CS-103
2011-01-21,1,1,GM/CS-074
2011-01-22,2,2,"GM/CS-001, GM/ES-060"
2011-01-23,10,9,"GM/CS-106, GM/ES-022, GM/NS-049, GM/SS-004, GM/SS-075, GM/SS-107, GM/SS-204, GM/SS-240, GM/WS-143"
2011-01-28,3,3,"GM/CS-091, GM/SS-167, GM/SS-251"
2011-01-29,5,5,"GM/CS-089, GM/ES-042, GM/NS-105, GM/SS-066, GM/SS-155"
2011-01-30,3,3,"GM/SS-030, GM/SS-112, GM/SS-128"
2011-01-31,1,1,GM/SS-158
2011-02-05,4,3,"GM/SS-032, GM/SS-055, GM/SS-251"
2011-02-06,12,10,"GM/ES-008, GM/ES-019, GM/ES-036, GM/NS-058, GM/SS-062, GM/SS-128, GM/SS-222, GM/SS-240, GM/SS-251, GM/SS-280"
2011-02-07,1,1,GM/SS-017
2011-02-08,3,3,"GM/SS-066, GM/SS-080, GM/SS-218"
2011-02-09,2,2,"GM/SS-103, GM/SS-166"
2011-02-10,3,3,"GM/SS-125, GM/SS-159, GM/SS-162"
2011-02-11,2,2,"GM/SS-072, GM/SS-268"
2011-02-12,4,4,"GM/CS-010, GM/CS-041, GM/ES-033, GM/WS-045"
2011-02-13,4,4,"GM/NS-025, GM/NS-061, GM/SS-032, GM/WS-185"
2011-02-14,1,1,GM/SS-143
2011-02-16,1,1,GM/SS-167
2011-02-19,2,2,"GM/ES-027, GM/WS-002"
2011-02-20,6,5,"GM/NS-074, GM/SS-037, GM/SS-058, GM/SS-130, GM/SS-163"
2011-02-21,2,2,"GM/CS-100, GM/SS-148"
2011-02-22,4,4,"GM/CS-094, GM/CS-102, GM/CS-116, GM/NS-079"
2011-02-23,4,4,"GM/CS-122, GM/ES-056, GM/ES-058, GM/ES-063"
2011-02-24,3,3,"GM/CS-108, GM/SS-104, GM/SS-105"
2011-02-25,2,2,"GM/SS-146, GM/SS-221"
2011-02-26,4,4,"GM/ES-023, GM/ES-038, GM/ES-052, GM/SS-068"
2011-02-27,5,4,"GM/SS-021, GM/SS-091, GM/SS-134, GM/SS-143"
2011-02-28,3,2,"GM/SS-143, GM/SS-145"
2011-03-01,2,2,"GM/NS-032, GM/SS-108"
2011-03-02,2,2,"GM/NS-052, GM/SS-239"
2011-03-05,11,9,"GM/CS-067, GM/ES-021, GM/ES-041, GM/ES-046, GM/SS-058, GM/SS-090, GM/WS-015, GM/WS-156, GM/WS-169"
2011-03-06,12,11,"GM/CS-050, GM/CS-077, GM/CS-096, GM/ES-058, GM/NS-005, GM/SS-023, GM/SS-126, GM/SS-128, GM/SS-143, GM/SS-145, GM/SS-158"
2011-03-13,1,1,GM/SS-125
2011-03-14,3,3,"GM/ES-051, GM/NS-152, GM/SS-128"
2011-03-17,2,2,"GM/ES-074, GM/NS-151"
2011-03-19,7,7,"GM/CS-005, GM/ES-031, GM/ES-033, GM/ES-056, GM/ES-063, GM/ES-069, GM/SS-049"
2011-03-20,3,3,"GM/CS-010, GM/SS-015, GM/SS-156"
2011-03-25,1,1,GM/NS-061
2011-03-26,1,1,GM/SS-130
2011-03-27,12,11,"GM/CS-017, GM/ES-024, GM/ES-035, GM/ES-058, GM/SS-015, GM/SS-020, GM/SS-025, GM/SS-027, GM/SS-037, GM/SS-095, GM/SS-191"
2011-03-29,2,2,"GM/ES-054, GM/WS-237"
2011-04-02,3,3,"GM/CS-039, GM/NS-138, GM/WS-003"
2011-04-03,10,9,"GM/CS-072, GM/ES-043, GM/ES-069, GM/ES-081, GM/SS-033, GM/SS-167, GM/SS-220, GM/SS-235, GM/WS-001"
2011-04-06,1,1,GM/SS-131
2011-04-09,6,6,"GM/ES-022, GM/ES-076, GM/SS-165, GM/WS-032, GM/WS-081, GM/WS-088"
2011-04-10,4,4,"GM/ES-028, GM/SS-072, GM/SS-165, GM/SS-239"
2011-04-11,1,1,GM/SS-219
2011-04-16,2,2,"GM/ES-015, GM/SS-198"
2011-04-17,11,10,"GM/CS-005, GM/CS-010, GM/CS-041, GM/CS-043, GM/ES-014, GM/ES-059, GM/SS-003, GM/SS-005, GM/SS-009, GM/WS-055"
2011-04-19,3,3,"GM/CS-035, GM/SS-254, GM/WS-021"
2011-04-20,1,1,GM/SS-058
2011-04-21,1,1,GM/SI-003
2011-04-22,2,2,"GM/WS-092, GM/WS-102"
2011-04-23,2,2,"GM/ES-025, GM/WS-069"
2011-04-24,6,6,"GM/CS-003, GM/CS-009, GM/CS-029, GM/SS-155, GM/SS-182, GM/SS-225"
2011-04-25,4,4,"GM/CS-033, GM/CS-042, GM/SS-191, GM/SS-239"
2011-04-27,4,4,"GM/SI-008, GM/SS-171, GM/WS-033, GM/WS-094"
2011-04-28,2,2,"GM/SI-007, GM/SS-066"
2011-04-29,8,8,"GM/CS-008, GM/CS-025, GM/ES-012, GM/ES-028, GM/NS-150, GM/SI-063, GM/WS-037, GM/WS-104"
2011-04-30,3,3,"GM/WS-022, GM/WS-079, GM/WS-096"
2011-05-01,14,12,"GM/CS-001, GM/CS-027, GM/NS-143, GM/SS-004, GM/SS-130, GM/SS-164, GM/SS-165, GM/SS-222, GM/SS-239, GM/WS-052, GM/WS-063, GM/WS-066"
2011-05-02,1,1,GM/CS-039
2011-05-03,1,1,GM/WS-091
2011-05-04,1,1,GM/WS-088
2011-05-07,3,3,"GM/CS-062, GM/SS-058, GM/WS-039"
2011-05-08,1,1,GM/CS-107
2011-05-12,1,1,GM/SS-071
2011-05-14,3,3,"GM/CS-096, GM/ES-037, GM/SS-056"
2011-05-15,4,4,"GM/SS-049, GM/SS-158, GM/SS-184, GM/SS-209"
2011-05-16,1,1,GM/SS-144
2011-05-17,3,3,"GM/SS-280, GM/WS-046, GM/WS-182"
2011-05-19,1,1,GM/SS-216
2011-05-22,5,5,"GM/SS-045, GM/SS-182, GM/SS-197, GM/SS-263, GM/WS-162"
2011-05-23,3,3,"GM/SS-211, GM/SS-214, GM/SS-253"
2011-05-24,2,2,"GM/ES-064, GM/SS-192"
2011-05-25,1,1,GM/ES-035
2011-05-26,1,1,GM/SI-193
2011-05-27,2,2,"GM/ES-016, GM/SI-171"
2011-05-28,7,7,"GM/CS-086, GM/SI-154, GM/SI-160, GM/SI-194, GM/SS-129, GM/WS-065, GM/WS-071"
2011-05-29,3,3,"GM/SI-157, GM/SI-195, GM/SI-197"
2011-05-30,3,3,"GM/SI-177, GM/SI-219, GM/SS-023"
2011-05-31,5,5,"GM/SI-086, GM/SI-127, GM/SI-164, GM/SI-213, GM/SI-215"
2011-06-01,1,1,GM/SI-179
2011-06-02,2,2,"GM/CS-001, GM/SI-188"
2011-06-03,3,3,"GM/CS-114, GM/ES-012, GM/SI-210"
2011-06-04,10,10,"GM/ES-010, GM/ES-044, GM/ES-048, GM/SS-053, GM/SS-066, GM/SS-130, GM/SS-227, GM/SS-235, GM/SS-264, GM/WS-091"
2011-06-05,4,3,"GM/CS-038, GM/NS-005, GM/NS-026"
2011-06-08,1,1,GM/SS-015
2011-06-09,1,1,GM/SS-198
2011-06-10,2,2,"GM/CS-124, GM/ES-022"
2011-06-11,2,2,"GM/CS-099, GM/WS-315"
2011-06-12,12,11,"GM/CS-064, GM/CS-098, GM/ES-026, GM/ES-028, GM/ES-043, GM/ES-074, GM/SS-054, GM/SS-068, GM/SS-101, GM/WS-294, GM/WS-305"
2011-06-13,2,1,GM/SI-096
2011-06-14,1,1,GM/ES-043
2011-06-15,3,2,"GM/SI-147, GM/SS-276"
2011-06-16,2,1,GM/SI-050
2011-06-17,2,2,"GM/ES-038, GM/ES-041"
2011-06-18,2,1,GM/SS-158
2011-06-19,9,6,"GM/CS-004, GM/CS-026, GM/SI-134, GM/SS-059, GM/WS-198, GM/WS-249"
2011-06-20,6,4,"GM/CS-101, GM/SI-114, GM/SS-002, GM/WS-002"
2011-06-22,7,4,"GM/SS-019, GM/SS-047, GM/SS-254, GM/WS-174"
2011-06-23,5,4,"GM/SI-140, GM/SS-001, GM/SS-002, GM/SS-031"
2011-06-24,11,9,"GM/CS-016, GM/SS-007, GM/SS-148, GM/SS-182, GM/SS-225, GM/SS-253, GM/WS-017, GM/WS-019, GM/WS-339"
2011-06-25,5,4,"GM/SS-030, GM/SS-165, GM/WS-044, GM/WS-106"
2011-06-28,1,1,GM/SS-214
2011-06-29,3,2,"GM/SI-081, GM/WS-271"
2011-06-30,5,4,"GM/SI-144, GM/SS-011, GM/SS-098, GM/SS-227"
2011-07-01,1,1,GM/SI-199
2011-07-02,6,5,"GM/CS-044, GM/ES-040, GM/SI-001, GM/SI-002, GM/WS-001"
2011-07-03,8,8,"GM/CS-002, GM/CS-012, GM/CS-049, GM/SI-004, GM/SS-053, GM/SS-156, GM/SS-165, GM/WS-066"
2011-07-07,1,1,GM/NS-144
2011-07-08,1,1,GM/SI-208
2011-07-09,4,4,"GM/SS-141, GM/SS-258, GM/WS-115, GM/WS-274"
2011-07-10,6,6,"GM/CS-015, GM/CS-082, GM/SS-161, GM/SS-174, GM/SS-244, GM/WS-252"
2011-07-18,1,1,GM/ES-009
2011-07-19,2,2,"GM/WS-065, GM/WS-071"
2011-07-21,1,1,GM/WS-021
2011-07-22,1,1,GM/WS-044
2011-07-23,10,10,"GM/CS-021, GM/CS-055, GM/CS-064, GM/CS-071, GM/SS-005, GM/SS-009, GM/SS-246, GM/WS-025, GM/WS-059, GM/WS-076"
2011-07-24,6,6,"GM/CS-022, GM/SS-003, GM/SS-236, GM/SS-251, GM/WS-022, GM/WS-126"
2011-07-25,4,3,"GM/CS-060, GM/SS-052, GM/WS-058"
2011-07-27,3,2,"GM/ES-046, GM/SS-211"
2011-07-28,1,1,GM/SS-222
2011-07-29,3,3,"GM/ES-026, GM/NS-063, GM/WS-017"
2011-07-30,7,7,"GM/ES-003, GM/NS-042, GM/WS-025, GM/WS-033, GM/WS-059, GM/WS-076, GM/WS-336"
2011-07-31,1,1,GM/SS-011
2011-08-01,1,1,GM/NS-020
2011-08-02,1,1,GM/NS-072
2011-08-06,8,8,"GM/CS-080, GM/CS-081, GM/NS-001, GM/NS-002, GM/SS-054, GM/SS-068, GM/SS-199, GM/WS-083"
2011-08-07,1,1,GM/SS-081
2011-08-08,2,2,"GM/SI-209, GM/SS-135"
2011-08-09,1,1,GM/SI-175
2011-08-11,2,2,"GM/SI-160, GM/SI-171"
2011-08-12,1,1,GM/CS-070
2011-08-13,1,1,GM/SS-240
2011-08-14,4,4,"GM/SI-164, GM/SI-179, GM/SS-013, GM/SS-065"
2011-08-15,2,2,"GM/CS-010, GM/CS-041"
2011-08-16,1,1,GM/SI-215
2011-08-17,5,5,"GM/CS-021, GM/NS-018, GM/SI-120, GM/SI-186, GM/SS-061"
2011-08-18,4,4,"GM/NS-019, GM/SI-177, GM/SI-193, GM/SS-003"
2011-08-19,5,5,"GM/CS-071, GM/SI-213, GM/SS-170, GM/SS-192, GM/WS-020"
2011-08-20,7,7,"GM/CS-039, GM/ES-053, GM/SS-016, GM/SS-062, GM/SS-123, GM/SS-245, GM/WS-100"
2011-08-21,7,7,"GM/SI-086, GM/SI-105, GM/SI-158, GM/SS-176, GM/SS-272, GM/WS-305, GM/WS-319"
2011-08-22,8,6,"GM/SI-058, GM/SI-202, GM/SI-209, GM/SS-175, GM/WS-002, GM/WS-216"
2011-08-23,4,4,"GM/SI-028, GM/SI-081, GM/SI-139, GM/SS-270"
2011-08-24,5,5,"GM/SI-140, GM/SI-152, GM/SI-159, GM/SS-209, GM/SS-247"
2011-08-25,6,6,"GM/SI-092, GM/SI-104, GM/SI-115, GM/SI-176, GM/SI-195, GM/SS-255"
2011-08-26,8,8,"GM/ES-031, GM/ES-033, GM/SI-048, GM/SI-133, GM/SI-183, GM/SS-040, GM/SS-202, GM/SS-237"
2011-08-27,9,9,"GM/CS-079, GM/ES-010, GM/ES-017, GM/SI-082, GM/SI-119, GM/SI-128, GM/WS-001, GM/WS-042, GM/WS-057"
2011-08-28,7,7,"GM/CS-122, GM/SI-188, GM/SS-001, GM/SS-002, GM/SS-169, GM/WS-274, GM/WS-308"
2011-08-29,2,2,"GM/SI-153, GM/SI-167"
2011-08-30,4,4,"GM/ES-012, GM/SI-055, GM/SI-061, GM/SI-199"
2011-08-31,1,1,GM/SI-003
2011-09-01,2,2,"GM/CS-001, GM/WS-336"
2011-09-02,1,1,GM/SS-276
2011-09-03,2,2,"GM/NS-029, GM/NS-117"
2011-09-04,12,12,"GM/CS-047, GM/ES-004, GM/ES-006, GM/SS-109, GM/SS-153, GM/SS-154, GM/SS-164, GM/SS-187, GM/SS-190, GM/WS-005, GM/WS-072, GM/WS-130"
2011-09-05,2,2,"GM/CS-001, GM/CS-010"
2011-09-08,6,6,"GM/CS-001, GM/CS-004, GM/CS-010, GM/CS-026, GM/SS-001, GM/SS-002"
2011-09-10,3,3,"GM/CS-022, GM/CS-028, GM/CS-045"
2011-09-11,1,1,GM/SS-262
2011-09-15,2,2,"GM/SS-171, GM/WS-111"
2011-09-17,2,2,"GM/WS-093, GM/WS-119"
2011-09-18,7,7,"GM/CS-006, GM/CS-018, GM/CS-050, GM/SS-192, GM/WS-067, GM/WS-086, GM/WS-171"
2011-09-19,2,2,"GM/ES-080, GM/SS-148"
2011-09-24,2,2,"GM/SS-006, GM/SS-254"
2011-09-25,3,3,"GM/SS-163, GM/SS-280, GM/WS-001"
2011-09-29,2,2,"GM/ES-013, GM/SS-195"
2011-10-01,1,1,GM/NS-017
2011-10-02,4,3,"GM/SI-003, GM/SS-062, GM/WS-336"
2011-10-03,1,1,GM/SS-182
2011-10-07,1,1,GM/SS-190
2011-10-08,2,2,"GM/NS-041, GM/NS-081"
2011-10-09,4,4,"GM/NS-049, GM/SS-015, GM/SS-236, GM/SS-239"
2011-10-16,7,7,"GM/CS-001, GM/CS-004, GM/CS-026, GM/CS-035, GM/SS-139, GM/WS-272, GM/WS-284"
2011-10-19,1,1,GM/SS-225
2011-10-22,3,3,"GM/SS-011, GM/SS-117, GM/SS-244"
2011-10-23,6,6,"GM/CS-104, GM/SS-006, GM/SS-016, GM/SS-025, GM/SS-187, GM/SS-212"
2011-10-24,1,1,GM/SS-203
2011-10-30,5,5,"GM/ES-014, GM/SS-015, GM/SS-064, GM/SS-178, GM/SS-271"
2011-11-05,3,3,"GM/CS-035, GM/ES-001, GM/SS-062"
2011-11-06,12,11,"GM/SS-023, GM/SS-154, GM/SS-198, GM/SS-259, GM/WS-015, GM/WS-034, GM/WS-048, GM/WS-082, GM/WS-106, GM/WS-160, GM/WS-302"
2011-11-07,2,2,"GM/SS-222, GM/SS-254"
2011-11-09,1,1,GM/SS-277
2011-11-10,2,2,"GM/SS-205, GM/SS-217"
2011-11-12,4,4,"GM/SS-028, GM/SS-123, GM/SS-165, GM/SS-194"
2011-11-13,7,7,"GM/CS-005, GM/CS-050, GM/ES-073, GM/SS-208, GM/SS-251, GM/WS-083, GM/WS-308"
2011-11-19,2,2,"GM/ES-066, GM/SS-131"
2011-11-20,3,3,"GM/SS-029, GM/SS-251, GM/WS-007"
2011-11-21,1,1,GM/SS-030
2011-11-26,1,1,GM/SS-177
2011-11-27,1,1,GM/SS-172
2011-12-01,1,1,GM/ES-035
2011-12-03,1,1,GM/SS-064
2011-12-04,4,4,"GM/ES-074, GM/SS-008, GM/SS-064, GM/WS-293"
2011-12-10,2,2,"GM/CS-009, GM/CS-029"
2011-12-11,3,3,"GM/CS-042, GM/SS-059, GM/SS-181"
2011-12-12,1,1,GM/SS-167
2011-12-17,1,1,GM/SS-011
2011-12-18,3,3,"GM/SS-064, GM/SS-236, GM/SS-282"
2011-12-19,1,1,GM/SS-154
2011-12-23,2,2,"GM/SS-154, GM/SS-187"
2011-12-27,3,3,"GM/SS-133, GM/SS-224, GM/SS-245"
2012-01-02,1,1,GM/SS-147
2012-01-03,1,1,GM/SS-272
2012-01-05,2,2,"GM/SS-140, GM/SS-260"
2012-01-07,2,2,"GM/SS-271, GM/SS-282"
2012-01-08,1,1,GM/SS-167
2012-01-12,1,1,GM/SS-064
2012-01-14,2,2,"GM/WS-044, GM/WS-146"
2012-01-15,5,5,"GM/CS-079, GM/ES-012, GM/ES-027, GM/SS-238, GM/WS-002"
2012-01-16,1,1,GM/SS-282
2012-01-26,1,1,GM/ES-084
2012-01-27,1,1,GM/ES-021
2012-01-28,1,1,GM/CS-071
2012-01-29,8,8,"GM/CS-001, GM/CS-104, GM/ES-044, GM/ES-051, GM/ES-058, GM/SS-170, GM/SS-190, GM/SS-220"
2012-01-30,2,2,"GM/SS-125, GM/SS-143"
2012-02-02,1,1,GM/SS-087
2012-02-03,6,6,"GM/CS-120, GM/NS-078, GM/SS-049, GM/SS-126, GM/SS-131, GM/SS-218"
2012-02-04,5,5,"GM/CS-095, GM/CS-121, GM/SS-252, GM/SS-266, GM/WS-277"
2012-02-05,6,5,"GM/SS-088, GM/SS-090, GM/SS-127, GM/SS-143, GM/SS-218"
2012-02-06,6,6,"GM/ES-031, GM/SS-021, GM/SS-029, GM/SS-091, GM/SS-270, GM/WS-336"
2012-02-07,1,1,GM/SS-231
2012-02-08,2,2,"GM/SS-270, GM/WS-285"
2012-02-09,3,3,"GM/CS-123, GM/WS-216, GM/WS-282"
2012-02-10,3,3,"GM/SS-123, GM/SS-249, GM/WS-303"
2012-02-11,1,1,GM/WS-274
2012-02-12,12,10,"GM/CS-011, GM/CS-108, GM/ES-057, GM/SS-064, GM/SS-154, GM/SS-272, GM/WS-017, GM/WS-019, GM/WS-140, GM/WS-281"
2012-02-13,1,1,GM/SS-158
2012-02-16,1,1,GM/WS-158
2012-02-17,2,2,"GM/CS-074, GM/WS-265"
2012-02-19,11,9,"GM/SS-016, GM/SS-030, GM/SS-118, GM/SS-136, GM/SS-155, GM/SS-165, GM/SS-260, GM/WS-014, GM/WS-018"
2012-02-20,4,2,"GM/SS-123, GM/SS-164"
2012-02-21,5,3,"GM/SS-164, GM/SS-196, GM/SS-249"
2012-02-24,1,1,GM/SS-178
2012-02-25,2,2,"GM/SS-029, GM/SS-059"
2012-02-26,4,3,"GM/SS-129, GM/SS-140, GM/SS-254"
2012-03-03,1,1,GM/SS-130
2012-03-04,4,4,"GM/SS-064, GM/SS-134, GM/SS-165, GM/SS-172"
2012-03-05,4,4,"GM/SS-039, GM/SS-081, GM/SS-103, GM/SS-128"
2012-03-06,1,1,GM/SS-133
2012-03-08,1,1,GM/CS-065
2012-03-09,1,1,GM/WS-266
2012-03-10,3,3,"GM/SS-120, GM/WS-073, GM/WS-167"
2012-03-11,4,4,"GM/CS-065, GM/SS-090, GM/SS-227, GM/SS-264"
2012-03-12,3,3,"GM/ES-058, GM/SS-145, GM/WS-173"
2012-03-13,2,2,"GM/ES-008, GM/ES-019"
2012-03-15,1,1,GM/SS-148
2012-03-16,2,2,"GM/WS-147, GM/WS-166"
2012-03-17,7,7,"GM/ES-001, GM/ES-029, GM/SS-064, GM/SS-169, GM/SS-190, GM/SS-250, GM/SS-269"
